clave_vuelo,aeropuerto,num_vuelo,iata_compania,aerolinea,destino_iata,destino_ciudad,salida_programada,salida_estimada,estado,estado_desc,terminal,puerta,mostrador,tipo_aeronave,detectado_en
PMI_5829_12/09/2026_10:55:00_OVD,PMI,5829,IB,Iberia,OVD,ASTURIAS,2026-09-12 10:55:00,2026-09-12 10:55:00,SCH,SCH,N,D,503-507,A320,2026-09-11 22:31:11.155166
PMI_8096_12/09/2026_10:55:00_LGW,PMI,8096,EC,easyJet,LGW,LONDRES /GATWICK,2026-09-12 10:55:00,2026-09-12 10:55:00,SCH,SCH,N,A,403-412,A319,2026-09-11 22:31:11.155166
PMI_5728_12/09/2026_10:55:00_LEU,PMI,5728,VY,Vueling,LEU,ANDORRA / LA SEU D'URGELL,2026-09-12 10:55:00,2026-09-12 10:55:00,SCH,SCH,N,B,515-518,AT76,2026-09-11 22:31:11.155166
PMI_3866_12/09/2026_10:55:00_OVD,PMI,3866,VY,Vueling,OVD,ASTURIAS,2026-09-12 10:55:00,2026-09-12 10:55:00,SCH,SCH,N,D,503-507,A320,2026-09-11 22:31:11.155166
PMI_4504_12/09/2026_10:55:00_IOM,PMI,4504,CJ,BA CITYFLYER,IOM,ISLA DE MAN/RONALDSWAY,2026-09-12 10:55:00,2026-09-12 10:55:00,SCH,SCH,N,A,512-514,E190,2026-09-11 22:31:11.155166
PMI_5871_12/09/2026_10:55:00_GRX,PMI,5871,IB,Iberia,GRX,GRANADA-JAÉN F.G.L.,2026-09-12 10:55:00,2026-09-12 10:55:00,SCH,SCH,N,D,503-507,A320,2026-09-11 22:31:11.155166
PMI_3929_12/09/2026_10:55:00_GRX,PMI,3929,VY,Vueling,GRX,GRANADA-JAÉN F.G.L.,2026-09-12 10:55:00,2026-09-12 10:55:00,SCH,SCH,N,D,503-507,A320,2026-09-11 22:31:11.155166
PMI_2328_12/09/2026_10:55:00_LEU,PMI,2328,IB,Iberia,LEU,ANDORRA / LA SEU D'URGELL,2026-09-12 10:55:00,2026-09-12 10:55:00,SCH,SCH,N,B,515-518,AT76,2026-09-11 22:31:11.155166
PMI_1665_12/09/2026_11:00:00_ABZ,PMI,1665,BY,Tui Airways,ABZ,ABERDEEN,2026-09-12 11:00:00,2026-09-12 11:00:00,SCH,SCH,N,A,303-318,B38M,2026-09-11 22:31:11.155166
PMI_7211_12/09/2026_11:00:00_CGN,PMI,7211,FR,Ryanair,CGN,KOELN/BONN,2026-09-12 11:00:00,2026-09-12 11:00:00,SCH,SCH,N,C,206-218,738W,2026-09-11 22:31:11.155166
PMI_502_12/09/2026_11:00:00_DUS,PMI,502,XR,Corendon,DUS,DUSSELDORF,2026-09-12 11:00:00,2026-09-12 11:00:00,SCH,SCH,N,C,336-338,738W,2026-09-11 22:31:11.155166
PMI_9511_12/09/2026_11:05:00_BTS,PMI,9511,FR,Ryanair,BTS,BRATISLAVA/M.R. STEFANIK AIRPORT,2026-09-12 11:05:00,2026-09-12 11:05:00,SCH,SCH,N,C,206-218,B38M,2026-09-11 22:31:11.155166
PMI_132_12/09/2026_11:05:00_GOT,PMI,132,6B,Tuifly Nordic,GOT,GOTEMBURGO,2026-09-12 11:05:00,2026-09-12 11:05:00,SCH,SCH,N,D,303-318,B38M,2026-09-11 22:31:11.155166
PMI_2488_12/09/2026_11:05:00_MAH,PMI,2488,IB,Iberia,MAH,MENORCA,2026-09-12 11:05:00,2026-09-12 11:05:00,SCH,SCH,N,B,515-518,AT76,2026-09-11 22:31:11.155166
PMI_3619_12/09/2026_11:10:00_LBA,PMI,3619,BY,Tui Airways,LBA,LEEDS/BRADFORD,2026-09-12 11:10:00,2026-09-12 11:10:00,SCH,SCH,N,A,303-318,738W,2026-09-11 22:31:11.155166
PMI_1712_12/09/2026_11:10:00_HEL,PMI,1712,AY,Finnair,HEL,HELSINKI,2026-09-12 11:10:00,2026-09-12 11:10:00,SCH,SCH,N,C,433-436,A32B,2026-09-11 22:31:11.155166
PMI_1617_12/09/2026_11:10:00_BFS,PMI,1617,BY,Tui Airways,BFS,BELFAST,2026-09-12 11:10:00,2026-09-12 11:10:00,SCH,SCH,N,A,303-318,738W,2026-09-11 22:31:11.155166
PMI_3149_12/09/2026_11:15:00_AGP,PMI,3149,VY,Vueling,AGP,MALAGA-COSTA DEL SOL,2026-09-12 11:15:00,2026-09-12 11:15:00,SCH,SCH,N,D,503-507,A32A,2026-09-11 22:31:11.155166
PMI_5733_12/09/2026_11:15:00_AGP,PMI,5733,IB,Iberia,AGP,MALAGA-COSTA DEL SOL,2026-09-12 11:15:00,2026-09-12 11:15:00,SCH,SCH,N,D,503-507,A32A,2026-09-11 22:31:11.155166
PMI_3719_12/09/2026_11:15:00_AGP,PMI,3719,QR,Qatar Airways,AGP,MALAGA-COSTA DEL SOL,2026-09-12 11:15:00,2026-09-12 11:15:00,SCH,SCH,N,D,503-507,A32A,2026-09-11 22:31:11.155166
PMI_390_12/09/2026_11:15:00_CPH,PMI,390,JTD,Jet Time A/S,CPH,COPENHAGUE,2026-09-12 11:15:00,2026-09-12 11:15:00,SCH,SCH,N,C,413-415,738W,2026-09-11 22:31:11.155166
PMI_2512_12/09/2026_11:15:00_IBZ,PMI,2512,IB,Iberia,IBZ,IBIZA,2026-09-12 11:15:00,2026-09-12 11:15:00,SCH,SCH,N,B,515-518,AT76,2026-09-11 22:31:11.155166
PMI_1625_12/09/2026_11:20:00_DUB,PMI,1625,BY,Tui Airways,DUB,DUBLIN,2026-09-12 11:20:00,2026-09-12 11:20:00,SCH,SCH,N,A,303-318,738W,2026-09-11 22:31:11.155166
PMI_245_12/09/2026_11:20:00_ZRH,PMI,245,WK,Edelweiss,ZRH,ZURICH,2026-09-12 11:20:00,2026-09-12 11:20:00,SCH,SCH,N,D,323-332,A20N,2026-09-11 22:31:11.155166
PMI_1247_12/09/2026_11:20:00_BLL,PMI,1247,DK,Sunclass Airlines,BLL,BILLUND,2026-09-12 11:20:00,2026-09-12 11:20:00,SCH,SCH,N,C,611-618,A32B,2026-09-11 22:31:11.155166
PMI_718_12/09/2026_11:25:00_EDI,PMI,718,LS,Jet2.com,EDI,EDIMBURGO,2026-09-12 11:25:00,2026-09-12 11:25:00,SCH,SCH,N,A,723-732,738W,2026-09-11 22:31:11.155166
PMI_1859_12/09/2026_11:30:00_GOT,PMI,1859,DK,Sunclass Airlines,GOT,GOTEMBURGO,2026-09-12 11:30:00,2026-09-12 11:30:00,SCH,SCH,N,C,609-618,A32B,2026-09-11 22:31:11.155166
PMI_1581_12/09/2026_11:30:00_KRS,PMI,1581,DK,Sunclass Airlines,KRS,KRISTIANSAND/KJEVIK,2026-09-12 11:30:00,2026-09-12 11:30:00,SCH,SCH,N,C,609-618,A32B,2026-09-11 22:31:11.155166
PMI_1872_12/09/2026_11:35:00_BRS,PMI,1872,LS,Jet2.com,BRS,BRISTOL,2026-09-12 11:35:00,2026-09-12 11:35:00,SCH,SCH,N,A,723-732,738W,2026-09-11 22:31:11.155166
PMI_832_12/09/2026_11:35:00_MAN,PMI,832,LS,Jet2.com,MAN,MANCHESTER,2026-09-12 11:35:00,2026-09-12 11:35:00,SCH,SCH,N,A,723-732,A332,2026-09-11 22:31:11.155166
PMI_3978_12/09/2026_11:45:00_ZAZ,PMI,3978,VY,Vueling,ZAZ,ZARAGOZA,2026-09-12 11:45:00,2026-09-12 11:45:00,SCH,SCH,N,D,503-507,A32A,2026-09-11 22:31:11.155166
PMI_5710_12/09/2026_11:45:00_ZAZ,PMI,5710,IB,Iberia,ZAZ,ZARAGOZA,2026-09-12 11:45:00,2026-09-12 11:45:00,SCH,SCH,N,D,503-507,A32A,2026-09-11 22:31:11.155166
PMI_8082_12/09/2026_11:45:00_LGW,PMI,8082,U2,easyJet UK,LGW,LONDRES /GATWICK,2026-09-12 11:45:00,2026-09-12 11:45:00,SCH,SCH,N,A,403-412,A32A,2026-09-11 22:31:11.155166
PMI_2338_12/09/2026_11:45:00_EDI,PMI,2338,CJ,BA CITYFLYER,EDI,EDIMBURGO,2026-09-12 11:45:00,2026-09-12 11:45:00,SCH,SCH,N,A,508-514,E190,2026-09-11 22:31:11.155166
PMI_1276_12/09/2026_11:45:00_BHX,PMI,1276,LS,Jet2.com,BHX,BIRMINGHAM / INTERNACIONAL,2026-09-12 11:45:00,2026-09-12 11:45:00,SCH,SCH,N,A,723-728,738W,2026-09-11 22:31:11.155166
PMI_2052_12/09/2026_11:45:00_MAD,PMI,2052,FR,Ryanair,MAD,MADRID-BARAJAS ADOLFO SUÁREZ,2026-09-12 11:45:00,2026-09-12 11:45:00,SCH,SCH,N,C,206-218,738W,2026-09-11 22:31:11.155166
PMI_6603_12/09/2026_11:55:00_BOH,PMI,6603,BY,Tui Airways,BOH,BOURNEMOUTH,2026-09-12 11:55:00,2026-09-12 11:55:00,SCH,SCH,N,A,308-318,B38M,2026-09-11 22:31:11.155166
PMI_8163_12/09/2026_11:55:00_ERF,PMI,8163,YW,Air Nostrum,ERF,ERFURT,2026-09-12 11:55:00,2026-09-12 11:55:00,SCH,SCH,N,B,514-515,CRJX,2026-09-11 22:31:11.155166
PMI_190_12/09/2026_11:55:00_GLA,PMI,190,LS,Jet2.com,GLA,GLASGOW,2026-09-12 11:55:00,2026-09-12 11:55:00,SCH,SCH,N,A,723-726,738W,2026-09-11 22:31:11.155166
PMI_1565_12/09/2026_11:55:00_OSL,PMI,1565,DK,Sunclass Airlines,OSL,OSLO / GARDERMOEN,2026-09-12 11:55:00,2026-09-12 11:55:00,SCH,SCH,N,C,611-618,A339,2026-09-11 22:31:11.155166
PMI_156_12/09/2026_12:00:00_ARN,PMI,156,6B,Tuifly Nordic,ARN,ESTOCOLMO /ARLANDA,2026-09-12 12:00:00,2026-09-12 12:00:00,SCH,SCH,N,D,315-318,B38M,2026-09-11 22:31:11.155166
PMI_1157_12/09/2026_12:00:00_FRA,PMI,1157,LH,Lufthansa,FRA,FRANKFURT,2026-09-12 12:00:00,2026-09-12 12:00:00,SCH,SCH,N,D,323-333,A321,2026-09-11 22:31:11.155166
PMI_1433_12/09/2026_12:00:00_MMX,PMI,1433,DK,Sunclass Airlines,MMX,MALMO-STURUP,2026-09-12 12:00:00,2026-09-12 12:00:00,SCH,SCH,N,C,611-618,A32B,2026-09-11 22:31:11.155166
PMI_2402_12/09/2026_12:00:00_VLC,PMI,2402,IB,Iberia,VLC,VALENCIA,2026-09-12 12:00:00,2026-09-12 12:00:00,SCH,SCH,N,B,515-518,AT76,2026-09-11 22:31:11.155166
PMI_5802_12/09/2026_12:00:00_VLC,PMI,5802,VY,Vueling,VLC,VALENCIA,2026-09-12 12:00:00,2026-09-12 12:00:00,SCH,SCH,N,B,515-518,AT76,2026-09-11 22:31:11.155166
PMI_7297_12/09/2026_12:05:00_CDG,PMI,7297,EC,easyJet,CDG,PARIS /CHARLES DE GAULLE,2026-09-12 12:05:00,2026-09-12 12:05:00,SCH,SCH,N,C,403-412,A32A,2026-09-11 22:31:11.155166
PMI_4502_12/09/2026_12:05:00_JER,PMI,4502,CJ,BA CITYFLYER,JER,JERSEY,2026-09-12 12:05:00,2026-09-12 12:05:00,SCH,SCH,N,A,508-514,E190,2026-09-11 22:31:11.155166
PMI_7693_12/09/2026_12:10:00_EMA,PMI,7693,BY,Tui Airways,EMA,EAST MIDLANDS,2026-09-12 12:10:00,2026-09-12 12:10:00,SCH,SCH,N,A,312-318,B38M,2026-09-11 22:31:11.155166
PMI_9579_12/09/2026_12:10:00_DUS,PMI,9579,EW,Eurowings,DUS,DUSSELDORF,2026-09-12 12:10:00,2026-09-12 12:10:00,SCH,SCH,N,C,623-635,A21N,2026-09-11 22:31:11.155166
PMI_1629_12/09/2026_12:10:00_NCL,PMI,1629,BY,Tui Airways,NCL,NEWCASTLE,2026-09-12 12:10:00,2026-09-12 12:10:00,SCH,SCH,N,A,312-318,B38M,2026-09-11 22:31:11.155166
PMI_2812_12/09/2026_12:10:00_CPH,PMI,2812,SK,SAS Scandinavian Airlines,CPH,COPENHAGUE,2026-09-12 12:10:00,2026-09-12 12:10:00,SCH,SCH,N,C,416-418,A20N,2026-09-11 22:31:11.155166
PMI_6635_12/09/2026_12:10:00_CWL,PMI,6635,BY,Tui Airways,CWL,CARDIFF,2026-09-12 12:10:00,2026-09-12 12:10:00,SCH,SCH,N,A,312-318,738W,2026-09-11 22:31:11.155166
PMI_424_12/09/2026_12:10:00_VIE,PMI,424,OS,Austrian Airlines,VIE,VIENA,2026-09-12 12:10:00,2026-09-12 12:10:00,SCH,SCH,N,D,323-333,A320,2026-09-11 22:31:11.155166
PMI_5663_12/09/2026_12:20:00_NWI,PMI,5663,BY,Tui Airways,NWI,NORWICH,2026-09-12 12:20:00,2026-09-12 12:20:00,SCH,SCH,N,A,315-318,738W,2026-09-11 22:31:11.155166
PMI_1104_12/09/2026_12:20:00_MAN,PMI,1104,FR,Ryanair,MAN,MANCHESTER,2026-09-12 12:20:00,2026-09-12 12:20:00,SCH,SCH,N,A,206-218,738W,2026-09-11 22:31:11.155166
PMI_7884_12/09/2026_12:20:00_IBZ,PMI,7884,WT,Swiftair,IBZ,IBIZA,2026-09-12 12:20:00,2026-09-12 12:20:00,SCH,SCH,N,B,438-438,AT75,2026-09-11 22:31:11.155166
PMI_2061_12/09/2026_12:20:00_IBZ,PMI,2061,UX,Air Europa,IBZ,IBIZA,2026-09-12 12:20:00,2026-09-12 12:20:00,SCH,SCH,N,B,438-438,AT75,2026-09-11 22:31:11.155166
PMI_6129_12/09/2026_12:25:00_MAD,PMI,6129,SV,Saudia,MAD,MADRID-BARAJAS ADOLFO SUÁREZ,2026-09-12 12:25:00,2026-09-12 12:25:00,SCH,SCH,N,D,423-426,738W,2026-09-11 22:31:11.155166
PMI_2445_12/09/2026_12:25:00_MAD,PMI,2445,AZ,ITA Airways,MAD,MADRID-BARAJAS ADOLFO SUÁREZ,2026-09-12 12:25:00,2026-09-12 12:25:00,SCH,SCH,N,D,423-426,738W,2026-09-11 22:31:11.155166
PMI_4368_12/09/2026_12:25:00_MAD,PMI,4368,EY,Etihad Airways,MAD,MADRID-BARAJAS ADOLFO SUÁREZ,2026-09-12 12:25:00,2026-09-12 12:25:00,SCH,SCH,N,D,423-426,738W,2026-09-11 22:31:11.155166
PMI_6967_12/09/2026_12:25:00_MAD,PMI,6967,AD,Azul Linhas Aéreas Brasileiras S/A,MAD,MADRID-BARAJAS ADOLFO SUÁREZ,2026-09-12 12:25:00,2026-09-12 12:25:00,SCH,SCH,N,D,423-426,738W,2026-09-11 22:31:11.155166
PMI_3318_12/09/2026_12:25:00_MAD,PMI,3318,KL,KLM,MAD,MADRID-BARAJAS ADOLFO SUÁREZ,2026-09-12 12:25:00,2026-09-12 12:25:00,SCH,SCH,N,D,423-426,738W,2026-09-11 22:31:11.155166
PMI_6812_12/09/2026_12:25:00_MAD,PMI,6812,AM,Aeromexico,MAD,MADRID-BARAJAS ADOLFO SUÁREZ,2026-09-12 12:25:00,2026-09-12 12:25:00,SCH,SCH,N,D,423-426,738W,2026-09-11 22:31:11.155166
PMI_4803_12/09/2026_12:25:00_MAD,PMI,4803,AF,Air France,MAD,MADRID-BARAJAS ADOLFO SUÁREZ,2026-09-12 12:25:00,2026-09-12 12:25:00,SCH,SCH,N,D,423-426,738W,2026-09-11 22:31:11.155166
PMI_6048_12/09/2026_12:25:00_MAD,PMI,6048,UX,Air Europa,MAD,MADRID-BARAJAS ADOLFO SUÁREZ,2026-09-12 12:25:00,2026-09-12 12:25:00,SCH,SCH,N,D,423-426,738W,2026-09-11 22:31:11.155166
PMI_2532_12/09/2026_12:25:00_IBZ,PMI,2532,IB,Iberia,IBZ,IBIZA,2026-09-12 12:25:00,2026-09-12 12:25:00,SCH,SCH,N,B,515-518,CRJX,2026-09-11 22:31:11.155166
PMI_7478_12/09/2026_12:25:00_MAD,PMI,7478,JU,Air Serbia,MAD,MADRID-BARAJAS ADOLFO SUÁREZ,2026-09-12 12:25:00,2026-09-12 12:25:00,SCH,SCH,N,D,423-426,738W,2026-09-11 22:31:11.155166
PMI_7830_12/09/2026_12:30:00_CRL,PMI,7830,FR,Ryanair,CRL,BRUSELAS /CHARLEROI,2026-09-12 12:30:00,2026-09-12 12:30:00,SCH,SCH,N,C,206-218,738W,2026-09-11 22:31:11.155166
PMI_469_12/09/2026_12:30:00_LHR,PMI,469,BA,British Airways,LHR,LONDRES / HEATHROW,2026-09-12 12:30:00,2026-09-12 12:30:00,SCH,SCH,N,A,508-513,A320,2026-09-11 22:31:11.155166
PMI_5611_12/09/2026_12:30:00_STN,PMI,5611,BY,Tui Airways,STN,LONDRES /STANSTED,2026-09-12 12:30:00,2026-09-12 12:30:00,SCH,SCH,N,A,316-318,738W,2026-09-11 22:31:11.155166
PMI_5519_12/09/2026_12:35:00_CGN,PMI,5519,FR,Ryanair,CGN,KOELN/BONN,2026-09-12 12:35:00,2026-09-12 12:35:00,SCH,SCH,N,C,206-218,A320,2026-09-11 22:31:11.155166
PMI_105_12/09/2026_12:35:00_VIE,PMI,105,FR,Ryanair,VIE,VIENA,2026-09-12 12:35:00,2026-09-12 12:35:00,SCH,SCH,N,C,206-218,738W,2026-09-11 22:31:11.155166
PMI_2623_12/09/2026_12:40:00_MAN,PMI,2623,BY,Tui Airways,MAN,MANCHESTER,2026-09-12 12:40:00,2026-09-12 12:40:00,SCH,SCH,N,A,316-318,B788,2026-09-11 22:31:11.155166
PMI_2159_12/09/2026_12:45:00_ZRH,PMI,2159,LX,Swiss International Airlines,ZRH,ZURICH,2026-09-12 12:45:00,2026-09-12 12:45:00,SCH,SCH,N,D,323-333,A21N,2026-09-11 22:31:11.155166
PMI_1735_12/09/2026_12:45:00_OSL,PMI,1735,DY,Norwegian (NOZ),OSL,OSLO / GARDERMOEN,2026-09-12 12:45:00,2026-09-12 12:45:00,SCH,SCH,N,C,523-524,B38M,2026-09-11 22:31:11.155166
PMI_532_12/09/2026_12:45:00_NCL,PMI,532,LS,Jet2.com,NCL,NEWCASTLE,2026-09-12 12:45:00,2026-09-12 12:45:00,SCH,SCH,N,A,723-723,738W,2026-09-11 22:31:11.155166
PMI_230_12/09/2026_12:45:00_LBA,PMI,230,LS,Jet2.com,LBA,LEEDS/BRADFORD,2026-09-12 12:45:00,2026-09-12 12:45:00,SCH,SCH,N,A,723-723,738W,2026-09-11 22:31:11.155166
PMI_7273_12/09/2026_12:50:00_BSL,PMI,7273,EC,easyJet,BSL,BASEL /MULHOUSE,2026-09-12 12:50:00,2026-09-12 12:50:00,SCH,SCH,N,C,403-412,A319,2026-09-11 22:31:11.155166
PMI_2410_12/09/2026_12:50:00_LEI,PMI,2410,IB,Iberia,LEI,ALMERÍA,2026-09-12 12:50:00,2026-09-12 12:50:00,SCH,SCH,N,B,515-518,CRJX,2026-09-11 22:31:11.155166
PMI_5810_12/09/2026_12:50:00_LEI,PMI,5810,VY,Vueling,LEI,ALMERÍA,2026-09-12 12:50:00,2026-09-12 12:50:00,SCH,SCH,N,B,515-518,CRJX,2026-09-11 22:31:11.155166
PMI_1151_12/09/2026_12:50:00_LIS,PMI,1151,TP,TAP Air Portugal,LIS,LISBOA,2026-09-12 12:50:00,2026-09-12 12:50:00,SCH,SCH,N,D,536-538,A319,2026-09-11 22:31:11.155166
PMI_1776_12/09/2026_12:50:00_MAN,PMI,1776,LS,Jet2.com,MAN,MANCHESTER,2026-09-12 12:50:00,2026-09-12 12:50:00,SCH,SCH,N,A,723-723,A21N,2026-09-11 22:31:11.155166
PMI_4601_12/09/2026_12:55:00_LGW,PMI,4601,BY,Tui Airways,LGW,LONDRES /GATWICK,2026-09-12 12:55:00,2026-09-12 12:55:00,SCH,SCH,N,A,316-318,B789,2026-09-11 22:31:11.155166
PMI_2801_12/09/2026_13:00:00_NTE,PMI,2801,V7,Volotea,NTE,NANTES-ATLANTIQUE,2026-09-12 13:00:00,2026-09-12 13:00:00,SCH,SCH,N,D,527-528,A319,2026-09-11 22:31:11.155166
PMI_7283_12/09/2026_13:00:00_GVA,PMI,7283,EC,easyJet,GVA,GINEBRA,2026-09-12 13:00:00,2026-09-12 13:00:00,SCH,SCH,N,C,403-412,A32A,2026-09-11 22:31:11.155166
PMI_3252_12/09/2026_13:05:00_LPL,PMI,3252,LS,Jet2.com,LPL,LIVERPOOL,2026-09-12 13:05:00,2026-09-12 13:05:00,SCH,SCH,N,A,723-723,738W,2026-09-11 22:31:11.155166
PMI_3864_12/09/2026_13:05:00_LTN,PMI,3864,LS,Jet2.com,LTN,LONDRES /LUTON,2026-09-12 13:05:00,2026-09-12 13:05:00,SCH,SCH,N,A,723-723,A21N,2026-09-11 22:31:11.155166
PMI_7309_12/09/2026_13:10:00_MXP,PMI,7309,EC,easyJet,MXP,MILAN /MALPENSA,2026-09-12 13:10:00,2026-09-12 13:10:00,SCH,SCH,N,C,403-412,A319,2026-09-11 22:31:11.155166
PMI_925_12/09/2026_13:10:00_YUL,PMI,925,AC,Air Canada,YUL,MONTREAL / P.E.TRUDEAU,2026-09-12 13:10:00,2026-09-12 13:10:00,SCH,SCH,N,A,223-228,B788,2026-09-11 22:31:11.155166
PMI_1398_12/09/2026_13:10:00_ZAZ,PMI,1398,FR,Ryanair,ZAZ,ZARAGOZA,2026-09-12 13:10:00,2026-09-12 13:10:00,SCH,SCH,N,C,206-218,738W,2026-09-11 22:31:11.155166
PMI_2906_12/09/2026_13:15:00_EDI,PMI,2906,CJ,BA CITYFLYER,EDI,EDIMBURGO,2026-09-12 13:15:00,2026-09-12 13:15:00,SCH,SCH,N,A,510-514,E190,2026-09-11 22:31:11.155166
PMI_5398_12/09/2026_13:20:00_BCN,PMI,5398,LL,Level,BCN,BARCELONA-EL PRAT JOSEP TARRADELLAS,2026-09-12 13:20:00,2026-09-12 13:20:00,SCH,SCH,N,D,503-507,A32B,2026-09-11 22:31:11.155166
PMI_4715_12/09/2026_13:20:00_ORY,PMI,4715,TO,Transavia,ORY,PARIS /ORLY,2026-09-12 13:20:00,2026-09-12 13:20:00,SCH,SCH,N,C,529-530,A20N,2026-09-11 22:31:11.155166
PMI_3766_12/09/2026_13:20:00_BCN,PMI,3766,QR,Qatar Airways,BCN,BARCELONA-EL PRAT JOSEP TARRADELLAS,2026-09-12 13:20:00,2026-09-12 13:20:00,SCH,SCH,N,D,503-507,A32B,2026-09-11 22:31:11.155166
PMI_5129_12/09/2026_13:20:00_BCN,PMI,5129,IB,Iberia,BCN,BARCELONA-EL PRAT JOSEP TARRADELLAS,2026-09-12 13:20:00,2026-09-12 13:20:00,SCH,SCH,N,D,503-507,A32B,2026-09-11 22:31:11.155166
PMI_3909_12/09/2026_13:20:00_BCN,PMI,3909,VY,Vueling,BCN,BARCELONA-EL PRAT JOSEP TARRADELLAS,2026-09-12 13:20:00,2026-09-12 13:20:00,SCH,SCH,N,D,503-507,A32B,2026-09-11 22:31:11.155166
PMI_1749_12/09/2026_13:20:00_ARN,PMI,1749,DK,Sunclass Airlines,ARN,ESTOCOLMO /ARLANDA,2026-09-12 13:20:00,2026-09-12 13:20:00,SCH,SCH,N,C,616-618,A339,2026-09-11 22:31:11.155166
PMI_3970_12/09/2026_13:25:00_TLS,PMI,3970,V7,Volotea,TLS,TOULOUSE,2026-09-12 13:25:00,2026-09-12 13:25:00,SCH,SCH,N,D,527-528,A319,2026-09-11 22:31:11.155166
PMI_6060_12/09/2026_13:30:00_BCN,PMI,6060,UX,Air Europa,BCN,BARCELONA-EL PRAT JOSEP TARRADELLAS,2026-09-12 13:30:00,2026-09-12 13:30:00,SCH,SCH,N,D,423-426,738W,2026-09-11 22:31:11.155166
PMI_2442_12/09/2026_13:30:00_BCN,PMI,2442,AZ,ITA Airways,BCN,BARCELONA-EL PRAT JOSEP TARRADELLAS,2026-09-12 13:30:00,2026-09-12 13:30:00,SCH,SCH,N,D,423-426,738W,2026-09-11 22:31:11.155166
PMI_3320_12/09/2026_13:30:00_BCN,PMI,3320,KL,KLM,BCN,BARCELONA-EL PRAT JOSEP TARRADELLAS,2026-09-12 13:30:00,2026-09-12 13:30:00,SCH,SCH,N,D,423-426,738W,2026-09-11 22:31:11.155166
PMI_4328_12/09/2026_13:30:00_BCN,PMI,4328,EY,Etihad Airways,BCN,BARCELONA-EL PRAT JOSEP TARRADELLAS,2026-09-12 13:30:00,2026-09-12 13:30:00,SCH,SCH,N,D,423-426,738W,2026-09-11 22:31:11.155166
PMI_1326_12/09/2026_13:30:00_GVA,PMI,1326,EC,easyJet,GVA,GINEBRA,2026-09-12 13:30:00,2026-09-12 13:30:00,SCH,SCH,N,C,403-412,A320,2026-09-11 22:31:11.155166
PMI_2671_12/09/2026_13:30:00_LGW,PMI,2671,BA,British Airways,LGW,LONDRES /GATWICK,2026-09-12 13:30:00,2026-09-12 13:30:00,SCH,SCH,N,A,512-512,A321,2026-09-11 22:31:11.155166
PMI_6838_12/09/2026_13:30:00_PAD,PMI,6838,EW,Eurowings,PAD,PADERBORN / LIPPSTADT,2026-09-12 13:30:00,2026-09-12 13:30:00,SCH,SCH,N,C,623-635,A320,2026-09-11 22:31:11.155166
PMI_8581_12/09/2026_13:35:00_MAD,PMI,8581,AA,American Airlines,MAD,MADRID-BARAJAS ADOLFO SUÁREZ,2026-09-12 13:35:00,2026-09-12 13:35:00,SCH,SCH,N,D,515-518,A21N,2026-09-11 22:31:11.155166
PMI_5318_12/09/2026_13:35:00_MAD,PMI,5318,AT,Royal Air Maroc,MAD,MADRID-BARAJAS ADOLFO SUÁREZ,2026-09-12 13:35:00,2026-09-12 13:35:00,SCH,SCH,N,D,515-518,A21N,2026-09-11 22:31:11.155166
PMI_8035_12/09/2026_13:35:00_MAD,PMI,8035,QR,Qatar Airways,MAD,MADRID-BARAJAS ADOLFO SUÁREZ,2026-09-12 13:35:00,2026-09-12 13:35:00,SCH,SCH,N,D,515-518,A21N,2026-09-11 22:31:11.155166
PMI_5198_12/09/2026_13:35:00_MAD,PMI,5198,VY,Vueling,MAD,MADRID-BARAJAS ADOLFO SUÁREZ,2026-09-12 13:35:00,2026-09-12 13:35:00,SCH,SCH,N,D,515-518,A21N,2026-09-11 22:31:11.155166
PMI_7169_12/09/2026_13:35:00_MAD,PMI,7169,BA,British Airways,MAD,MADRID-BARAJAS ADOLFO SUÁREZ,2026-09-12 13:35:00,2026-09-12 13:35:00,SCH,SCH,N,D,515-518,A21N,2026-09-11 22:31:11.155166
PMI_2579_12/09/2026_13:35:00_MAD,PMI,2579,AV,Avianca,MAD,MADRID-BARAJAS ADOLFO SUÁREZ,2026-09-12 13:35:00,2026-09-12 13:35:00,SCH,SCH,N,D,515-518,A21N,2026-09-11 22:31:11.155166
PMI_1660_12/09/2026_13:35:00_MAD,PMI,1660,I2,Iberia Express,MAD,MADRID-BARAJAS ADOLFO SUÁREZ,2026-09-12 13:35:00,2026-09-12 13:35:00,SCH,SCH,N,D,515-518,A21N,2026-09-11 22:31:11.155166
PMI_4794_12/09/2026_13:35:00_MAD,PMI,4794,AY,Finnair,MAD,MADRID-BARAJAS ADOLFO SUÁREZ,2026-09-12 13:35:00,2026-09-12 13:35:00,SCH,SCH,N,D,515-518,A21N,2026-09-11 22:31:11.155166
PMI_1032_12/09/2026_13:40:00_BSL,PMI,1032,EC,easyJet,BSL,BASEL /MULHOUSE,2026-09-12 13:40:00,2026-09-12 13:40:00,SCH,SCH,N,C,403-412,A320,2026-09-11 22:31:11.155166
PMI_6806_12/09/2026_13:40:00_FMO,PMI,6806,EW,Eurowings,FMO,MUENSTER,2026-09-12 13:40:00,2026-09-12 13:40:00,SCH,SCH,N,C,623-635,A320,2026-09-11 22:31:11.155166
